	Position	Contacts at 4.5 Å	SASA	uid	total_score	avg_deg_4_5	avg_deg_8	avg_sc_nbrs_res_summary	bb_internal_hbonds	bbsc_internal_hbonds	cav_vol	dslf_fa13	fa_atr	fa_dun	fa_elec	fa_intra_rep	fa_intra_sol_xover4	fa_rep	fa_sol	hbond_bb_sc	hbond_lr_bb	hbond_sc	hbond_sr_bb	internal_hbonds	lk_ball_wtd	nonpolar_sasa	omega	p_aa_pp	packstat	polar_sasa	pro_close	rama_prepro	ref	sasa	sc_internal_hbonds	total_cc_contacts	yhh_planarity	%S	%L	%H	length	avg_cc_contacts_per_res	temp	mean_temp	seq_length	bitscore	C	L	N	P	max_structure_length	lid_bitscore
127	106.5	11.537735849056604	52.355017051671325	RS_GCF_000018605.1	-477.642	1.302	10.84	2.75	130.0	31.0	307.889	0.0	-1241.162	366.729	-436.399	1.845	42.318	106.819	842.409	-26.068	-36.259	-30.285	-93.26	191.0	-21.149	5997.818	46.251	-33.279	0.674	4923.643	9.216	-8.603	33.089	10921.461	30.0	686.0	0.148	0.160377358490566	0.3254716981132075	0.5141509433962265	212.0	3.2358490566037736	55.0	57.0	212	183.9	114.0	48.0	43.0	6.0	24	60.8
128	107.5	11.177570093457945	48.763833031229616	RS_GCF_000018285.1	-474.1	1.299	10.86	2.781	135.0	33.0	197.719	0.0	-1201.136	292.686	-407.899	1.659	35.843	123.795	793.859	-29.163	-34.71	-27.644	-93.694	200.0	-21.64	6384.075	44.999	-34.828	0.629	3959.583	11.862	3.293	68.541	10343.658	32.0	691.0	0.076	0.1588785046728972	0.3271028037383177	0.514018691588785	214.0	3.2289719626168223	25.0	25.0	214	193.0	117.0	48.0	42.0	6.0	28	59.7
129	109.5	11.36697247706422	51.2239701670685	RS_GCF_000018865.1	-491.763	1.413	10.872	2.737	136.0	26.0	329.236	0.0	-1234.932	311.496	-359.817	1.716	36.059	105.141	741.597	-20.183	-35.851	-21.161	-91.157	185.0	-31.333	6423.838	43.936	-43.714	0.653	4575.572	14.404	-2.728	94.669	10999.41	23.0	708.0	0.095	0.1743119266055046	0.3256880733944954	0.5	218.0	3.2477064220183487	49.0	52.25	218	179.6	120.0	48.0	43.0	6.0	24	54.0
130	109.5	11.385321100917432	53.85084651687754	RS_GCF_000018945.1	-527.65	1.303	10.734	2.726	137.0	28.0	221.491	0.0	-1270.13	335.853	-406.805	1.873	38.004	112.175	803.964	-26.067	-34.559	-24.211	-99.262	192.0	-23.851	6312.97	48.364	-40.763	0.66	5111.065	16.296	-9.371	50.742	11424.035	27.0	757.0	0.099	0.1651376146788991	0.3348623853211009	0.5	218.0	3.4724770642201834	79.0	79.33333333333333	218	183.7	119.0	48.0	44.0	6.0	24	57.0
131	107.0	11.32394366197183	52.84861384281325	RS_GCF_000019085.1	-478.022	1.31	10.756	2.717	133.0	24.0	210.298	0.0	-1234.576	340.857	-415.713	1.783	45.178	117.8	826.972	-18.153	-36.865	-26.548	-91.236	189.0	-27.709	6397.668	43.839	-45.341	0.679	4734.242	15.33	-12.624	38.913	11131.909	32.0	702.0	0.07	0.1596244131455399	0.3286384976525822	0.5117370892018779	213.0	3.295774647887324	65.0	62.9	213	201.9	116.0	48.0	42.0	6.0	24	67.4
132	107.5	11.177570093457945	48.52251626576422	RS_GCF_000019185.1	-470.616	1.299	10.841	2.819	134.0	29.0	322.163	0.0	-1198.405	291.364	-397.297	1.651	35.742	126.485	785.33	-27.676	-35.372	-30.875	-93.074	197.0	-21.546	6383.068	43.714	-35.045	0.629	3972.97	11.521	2.372	70.337	10356.037	34.0	689.0	0.159	0.1588785046728972	0.3271028037383177	0.514018691588785	214.0	3.2196261682242997	15.0	13.666666666666666	214	192.7	117.0	48.0	42.0	6.0	28	59.6
133	106.0	11.203791469194313	53.029839704733206	RS_GCF_000019345.1	-435.985	1.284	10.649	2.707	123.0	28.0	321.575	0.0	-1224.514	336.014	-356.377	1.801	38.882	112.256	787.194	-29.803	-32.88	-15.985	-87.346	169.0	-31.841	6282.987	45.152	-30.929	0.591	4762.399	16.708	-4.706	39.93	11045.386	18.0	750.0	0.458	0.1611374407582938	0.3554502369668246	0.4834123222748815	211.0	3.5545023696682465	37.0	37.0	211	136.0	108.0	48.0	48.0	6.0	22	51.5
134	98.0	11.21025641025641	51.15924535163701	RS_GCF_000019725.1	-430.525	1.318	10.703	2.703	131.0	20.0	275.049	0.0	-1065.158	251.441	-342.962	1.461	30.746	104.486	688.479	-15.851	-26.257	-20.576	-95.83	176.0	-22.456	5969.347	44.981	-36.657	0.596	3894.813	13.391	-11.453	71.365	9864.161	25.0	573.0	0.324	0.1179487179487179	0.2717948717948718	0.6102564102564103	195.0	2.9384615384615387	30.0	27.666666666666668	195	181.6	91.0	54.0	43.0	6.0	24	0.0
135	97.0	11.129533678756475	52.163991069119255	RS_GCF_000019845.1	-465.655	1.342	10.741	2.643	124.0	23.0	242.242	0.0	-1050.012	237.329	-357.533	1.441	30.312	94.073	690.679	-20.616	-25.056	-21.847	-95.526	172.0	-20.794	6030.493	36.673	-31.907	0.552	3844.255	10.882	-21.333	77.548	9874.748	25.0	532.0	0.031	0.1191709844559585	0.2849740932642487	0.5958549222797928	193.0	2.756476683937824	27.0	28.666666666666668	193	184.1	89.0	54.0	43.0	6.0	24	0.0
136	107.5	11.214953271028037	49.46653172757777	RS_GCF_000019525.1	-461.847	1.318	10.813	2.799	134.0	29.0	287.724	0.0	-1202.566	297.558	-393.849	1.677	34.958	127.862	793.316	-27.63	-36.522	-28.536	-92.38	193.0	-20.663	6384.281	42.807	-33.017	0.579	4070.735	12.186	1.587	61.197	10455.016	30.0	683.0	0.169	0.1588785046728972	0.3364485981308411	0.5046728971962616	214.0	3.191588785046729	25.0	24.5	214	194.7	117.0	48.0	42.0	6.0	27	59.4
137	109.0	11.299539170506913	49.180523856281205	RS_GCF_000019785.1	-471.431	1.35	10.889	2.782	131.0	31.0	330.512	0.0	-1193.389	280.603	-394.622	1.664	36.902	115.097	777.622	-28.8	-36.203	-22.55	-92.446	187.0	-21.474	6533.251	49.556	-41.061	0.588	4028.13	14.265	-1.907	85.237	10561.381	25.0	696.0	0.075	0.1566820276497695	0.336405529953917	0.5069124423963134	217.0	3.207373271889401	25.0	24.33333333333333	217	195.2	119.0	48.0	43.0	6.0	28	67.2
138	92.0	11.562841530054644	52.60087477685322	RS_GCF_000020025.1	-407.011	1.361	10.858	2.693	117.0	25.0	171.833	0.0	-1056.782	295.669	-333.011	1.506	38.886	95.606	694.107	-19.227	-25.854	-20.759	-88.309	166.0	-23.609	5180.718	36.521	-31.052	0.582	4401.268	13.05	-10.311	26.524	9581.986	24.0	601.0	0.032	0.1366120218579235	0.2841530054644808	0.5792349726775956	183.0	3.2841530054644807	19.0	19.5	183	178.0	90.0	44.0	42.0	6.0	24	0.0
139	107.0	11.145539906103286	50.33398006223978	RS_GCF_000019905.1	-477.719	1.329	10.84	2.778	130.0	29.0	248.875	0.0	-1207.609	319.836	-397.515	1.685	38.863	109.723	781.889	-24.381	-32.823	-25.584	-91.896	192.0	-23.241	6177.245	40.022	-36.724	0.628	4382.96	16.979	-5.616	58.634	10560.205	33.0	683.0	0.038	0.1549295774647887	0.3333333333333333	0.5117370892018779	213.0	3.2065727699530515	28.0	31.0	213	196.7	116.0	48.0	42.0	6.0	24	72.7
140	106.5	11.367924528301886	52.52093471949951	RS_GCF_000020005.1	-436.029	1.368	10.802	2.729	131.0	31.0	286.24	0.0	-1204.204	356.827	-395.722	1.692	42.787	115.556	805.305	-25.582	-35.133	-24.065	-88.165	192.0	-22.572	6053.092	42.733	-37.97	0.591	4908.461	23.64	-12.557	21.268	10961.552	30.0	683.0	0.131	0.1650943396226415	0.3443396226415094	0.490566037735849	212.0	3.2216981132075477	50.0	51.5	212	189.1	115.0	48.0	42.0	6.0	24	63.2
141	111.0	11.239819004524886	50.0635776311903	RS_GCF_000020045.1	-483.653	1.335	10.729	2.706	133.0	34.0	360.462	0.0	-1254.479	316.588	-400.28	1.781	38.233	118.288	818.087	-31.647	-35.853	-22.349	-91.525	192.0	-19.654	6288.971	53.241	-38.965	0.586	4582.242	17.255	-4.228	51.754	10871.213	25.0	776.0	0.1	0.1538461538461538	0.3484162895927601	0.497737556561086	221.0	3.51131221719457	28.0	28.33333333333333	221	195.2	123.0	48.0	43.0	6.0	28	68.8
142	195.0	11.604113110539846	49.865025250637466	RS_GCF_000019965.1	-872.335	1.247	10.82	2.692	257.0	57.0	331.488	0.0	-2239.413	568.66	-741.776	3.272	67.652	199.472	1479.621	-46.88	-55.151	-50.663	-195.377	368.0	-38.663	11568.28	80.484	-66.865	0.592	7511.145	24.148	3.655	134.945	19079.425	54.0	1302.0	0.545	0.1182519280205655	0.2776349614395887	0.6041131105398457	389.0	3.347043701799486	28.0	28.0	389	288.3	169.0	159.0	54.0	6.0	26	0.0
143	111.0	11.149321266968323	50.33643550094529	RS_GCF_000020125.1	-491.642	1.335	10.774	2.776	130.0	32.0	320.379	0.0	-1252.158	331.611	-414.347	1.808	41.621	116.551	830.168	-31.71	-36.556	-29.877	-91.475	197.0	-19.732	6520.583	51.89	-43.129	0.585	4463.604	17.407	-5.324	41.461	10984.186	35.0	783.0	0.15	0.1538461538461538	0.3529411764705882	0.4932126696832579	221.0	3.5429864253393664	30.0	28.75	221	195.9	123.0	48.0	43.0	6.0	28	64.0
144	107.0	11.295774647887324	51.97559958656063	RS_GCF_000020145.1	-456.444	1.347	10.7	2.825	130.0	34.0	258.113	0.0	-1223.486	326.014	-387.888	1.784	40.298	112.259	799.212	-27.181	-39.133	-23.851	-86.219	189.0	-27.345	6078.215	45.298	-35.37	0.599	4682.16	15.949	2.231	50.813	10760.376	25.0	713.0	0.171	0.1784037558685446	0.323943661971831	0.4976525821596244	213.0	3.347417840375587	30.0	30.0	213	165.2	91.0	75.0	41.0	5.0	23	31.1
145	107.0	11.267605633802816	49.36395669918029	RS_GCF_000020385.1	-471.764	1.338	10.84	2.789	131.0	30.0	345.327	0.0	-1178.498	265.298	-369.92	1.655	33.473	106.612	747.457	-26.825	-34.298	-19.596	-92.104	183.0	-22.211	6449.07	42.062	-41.059	0.553	3866.283	15.914	-5.216	105.449	10315.353	22.0	622.0	0.042	0.1690140845070422	0.3098591549295774	0.5211267605633803	213.0	2.92018779342723	25.0	25.0	213	183.5	116.0	48.0	42.0	6.0	25	58.9
146	112.5	11.375	49.39996112622206	RS_GCF_000020365.1	-499.058	1.482	11.071	2.797	139.0	37.0	277.318	0.0	-1318.506	357.103	-459.627	1.869	45.607	123.824	901.377	-32.349	-38.97	-29.779	-97.857	207.0	-21.019	6351.739	48.197	-30.589	0.614	4511.06	11.977	-3.726	43.203	10862.799	31.0	810.0	0.205	0.1517857142857142	0.34375	0.5044642857142857	224.0	3.616071428571429	26.0	26.0	224	141.7	106.0	68.0	43.0	6.0	13	13.2
147	96.5	11.572916666666666	51.02388742843596	RS_GCF_000020565.1	-419.647	1.292	10.938	2.733	122.0	18.0	113.65	0.0	-1127.458	314.434	-339.138	1.657	37.537	106.761	721.759	-15.758	-27.98	-19.696	-92.417	167.0	-25.096	5475.234	37.011	-36.74	0.567	4144.104	13.41	-6.367	38.333	9619.338	27.0	649.0	0.1	0.1145833333333333	0.2760416666666667	0.609375	192.0	3.380208333333333	25.0	25.0	192	160.2	111.0	49.0	25.0	6.0	23	0.0
148	109.5	11.220183486238533	49.940912997378334	RS_GCF_000020465.1	-498.736	1.275	10.761	2.767	134.0	31.0	397.868	0.0	-1208.56	304.12	-414.865	1.682	39.706	107.966	822.709	-29.661	-38.326	-27.651	-93.529	196.0	-21.426	6303.488	48.299	-39.199	0.535	4413.477	12.311	-19.601	57.163	10716.965	31.0	660.0	0.124	0.1559633027522936	0.3394495412844037	0.5045871559633027	218.0	3.027522935779817	25.0	25.0	218	182.6	120.0	48.0	43.0	6.0	27	63.1
149	100.5	11.45360824742268	50.05269533947748	RS_GCF_000020685.1	-448.344	1.258	10.887	2.685	123.0	29.0	354.644	0.0	-1109.204	302.172	-362.102	1.544	34.815	95.272	711.483	-25.936	-28.321	-29.266	-94.376	184.0	-23.567	5373.876	37.647	-35.109	0.638	4188.136	23.471	6.64	46.324	9562.012	32.0	603.0	0.169	0.134020618556701	0.2886597938144329	0.5773195876288659	194.0	3.1082474226804124	28.0	28.0	194	162.7	118.0	27.0	42.0	6.0	25	0.0
150	109.5	11.18348623853211	50.4126275037226	RS_GCF_000020505.1	-458.1	1.321	10.798	2.793	132.0	26.0	287.635	0.0	-1215.399	338.509	-418.599	1.755	40.487	127.519	827.908	-24.888	-36.899	-32.014	-93.552	192.0	-23.645	6349.911	48.765	-43.541	0.574	4603.243	12.81	-14.243	46.693	10953.154	34.0	666.0	0.234	0.1559633027522936	0.3394495412844037	0.5045871559633027	218.0	3.055045871559633	25.0	25.0	218	188.2	120.0	48.0	43.0	6.0	28	66.3
151	107.0	11.352112676056338	52.66912826513368	RS_GCF_000020485.1	-471.985	1.366	10.915	2.724	130.0	21.0	327.443	0.0	-1231.37	337.465	-378.9	1.784	40.631	111.344	805.198	-15.542	-34.733	-22.812	-91.539	175.0	-26.472	5911.851	41.951	-34.79	0.609	5189.082	10.842	-19.963	34.828	11100.933	24.0	670.0	0.092	0.1690140845070422	0.3145539906103286	0.5164319248826291	213.0	3.1455399061032865	60.0	60.0	213	187.6	116.0	48.0	42.0	6.0	24	68.2
152	109.5	11.311926605504588	51.068207541908905	RS_GCF_000020625.1	-506.145	1.321	10.771	2.739	127.0	34.0	304.586	0.0	-1237.489	336.539	-418.436	1.807	42.402	114.797	843.985	-29.1	-36.54	-29.896	-93.228	196.0	-25.437	6410.279	50.392	-43.727	0.556	4676.821	12.488	-25.533	30.818	11087.1	35.0	672.0	0.013	0.1559633027522936	0.3394495412844037	0.5045871559633027	218.0	3.0825688073394497	25.0	25.0	218	191.3	120.0	48.0	43.0	6.0	28	68.4
153	106.5	11.5188679245283	50.94262579549647	RS_GCF_000020945.1	-470.289	1.406	10.821	2.704	133.0	25.0	305.885	0.0	-1242.887	352.77	-449.541	1.763	39.645	117.588	844.868	-13.975	-37.944	-37.603	-91.069	198.0	-15.743	6165.075	55.374	-35.835	0.601	4526.679	13.439	-10.506	39.179	10691.754	40.0	795.0	0.187	0.1745283018867924	0.3113207547169811	0.5141509433962265	212.0	3.75	60.0	60.75	212	135.5	122.0	41.0	43.0	5.0	24	16.6
154	107.0	11.258215962441314	49.50420466957221	RS_GCF_000020725.1	-457.944	1.347	10.822	2.724	135.0	31.0	248.839	0.0	-1168.517	259.364	-354.222	1.559	34.288	109.131	721.599	-25.005	-34.843	-11.58	-93.54	180.0	-26.477	6468.008	43.594	-33.034	0.622	3942.179	14.759	-3.104	108.025	10410.187	14.0	640.0	0.06	0.1690140845070422	0.3192488262910798	0.5117370892018779	213.0	3.004694835680751	30.0	30.0	213	183.3	116.0	48.0	42.0	6.0	24	60.8
155	108.0	11.451162790697676	52.9098226159378	RS_GCF_000020965.1	-499.184	1.344	10.795	2.746	133.0	27.0	253.552	0.0	-1263.206	348.052	-416.044	1.878	40.837	121.422	807.287	-20.687	-37.312	-22.014	-94.538	188.0	-22.74	6456.107	37.751	-37.712	0.639	4756.111	14.958	-5.925	48.56	11212.218	28.0	749.0	0.249	0.1860465116279069	0.2976744186046511	0.5162790697674419	215.0	3.483720930232558	70.0	67.242751945275	215	181.4	118.0	48.0	42.0	6.0	24	70.0
156	107.5	11.514018691588785	51.51241933774276	RS_GCF_000020985.1	-499.256	1.364	10.935	2.707	131.0	26.0	280.144	0.0	-1222.318	302.998	-404.132	1.668	35.04	112.955	789.727	-22.762	-35.453	-21.658	-93.751	183.0	-24.572	6232.056	45.821	-37.179	0.622	4565.452	22.827	-9.073	60.522	10797.508	26.0	645.0	0.086	0.1635514018691588	0.3411214953271028	0.4953271028037383	214.0	3.014018691588785	60.0	62.5	214	213.9	117.0	48.0	42.0	6.0	24	65.5
157	109.5	11.247706422018348	51.098407308931286	RS_GCF_000021325.1	-485.156	1.367	10.761	2.693	130.0	30.0	208.549	0.0	-1214.968	305.456	-402.611	1.697	34.621	111.067	775.74	-25.982	-34.654	-24.422	-92.984	190.0	-22.513	6628.071	48.761	-37.288	0.659	4408.458	13.215	-17.499	97.186	11036.529	30.0	658.0	0.024	0.1651376146788991	0.3165137614678899	0.518348623853211	218.0	3.018348623853211	30.0	29.666666666666668	218	188.2	121.0	48.0	42.0	6.0	24	53.7
158	96.5	11.552083333333334	49.57642019865398	RS_GCF_000021725.1	-485.903	1.26	10.917	2.715	127.0	36.0	230.166	0.0	-1105.127	293.83	-384.783	1.595	32.98	87.804	734.441	-30.969	-29.933	-17.546	-91.64	186.0	-18.889	5216.691	35.198	-31.99	0.6	4177.262	6.875	-6.205	38.455	9393.953	23.0	602.0	0.001	0.171875	0.2760416666666667	0.5520833333333334	192.0	3.1354166666666665	42.0	38.702229823825	192	134.9	110.0	32.0	44.0	5.0	16	0.0
159	104.0	11.346341463414634	52.42349095124815	RS_GCF_000021565.1	-515.074	1.351	10.707	2.665	124.0	29.0	253.071	0.0	-1203.358	332.344	-403.898	1.76	35.423	108.083	773.218	-26.732	-34.183	-30.191	-88.101	187.0	-20.298	6102.399	48.823	-44.03	0.622	4510.487	24.128	-13.606	25.347	10612.887	34.0	758.0	0.198	0.1560975609756097	0.3121951219512195	0.5317073170731708	205.0	3.697560975609756	70.0	68.238770882	205	186.9	112.0	41.0	45.0	6.0	24	20.8
160	105.5	11.304761904761904	52.78844781918219	RS_GCF_000021545.1	-493.997	1.314	10.8	2.693	127.0	25.0	340.311	0.0	-1223.249	336.32	-421.833	1.805	39.774	112.391	792.866	-20.963	-35.349	-26.824	-89.727	181.0	-17.874	6341.709	47.621	-39.735	0.606	4501.913	21.971	-5.217	33.976	10843.622	29.0	783.0	0.05	0.1761904761904762	0.3047619047619048	0.5190476190476191	210.0	3.7285714285714286	68.0	68.0	210	184.6	110.0	48.0	45.0	6.0	21	71.3
161	108.0	11.544186046511628	53.21530061164909	RS_GCF_000021645.1	-517.368	1.335	10.805	2.728	136.0	21.0	201.954	0.0	-1270.246	348.221	-416.916	1.906	43.472	121.493	807.911	-16.416	-38.313	-20.548	-95.501	183.0	-22.457	6395.157	36.494	-41.088	0.665	4816.611	13.843	-11.611	42.197	11211.767	26.0	752.0	0.192	0.1953488372093023	0.2883720930232558	0.5162790697674419	215.0	3.497674418604652	75.0	75.0	215	183.0	118.0	48.0	42.0	6.0	25	70.1
162	115.5	11.389380530973453	50.27519721830024	RS_GCF_000021685.1	-493.179	1.336	10.92	2.725	144.0	30.0	347.096	0.0	-1294.864	349.037	-421.023	1.839	41.974	118.595	837.211	-20.383	-36.852	-26.164	-103.856	204.0	-24.931	6510.442	44.639	-44.816	0.58	4668.767	13.976	-18.812	91.127	11179.209	30.0	705.0	0.123	0.1725663716814159	0.3053097345132743	0.5221238938053098	226.0	3.1194690265486726	70.0	70.83333333333333	226	141.6	119.0	48.0	52.0	6.0	25	65.7
163	96.5	11.25	52.34836163307913	RS_GCF_000021745.1	-443.145	1.333	10.844	2.675	128.0	18.0	117.395	0.0	-1046.599	247.812	-351.919	1.439	31.48	97.333	685.727	-17.47	-26.473	-14.316	-93.884	164.0	-21.613	6202.884	40.165	-30.653	0.578	3765.994	15.578	-19.304	59.539	9968.878	18.0	560.0	0.014	0.1197916666666666	0.28125	0.5989583333333334	192.0	2.9166666666666665	25.0	22.5	192	190.7	88.0	54.0	43.0	6.0	24	0.0
164	107.5	11.392523364485982	50.23049566163159	RS_GCF_000021925.1	-483.476	1.346	10.897	2.771	133.0	22.0	299.167	0.0	-1213.539	296.583	-385.169	1.63	36.144	112.996	778.078	-16.243	-35.954	-22.417	-90.084	185.0	-25.933	6190.468	35.722	-36.012	0.618	4440.528	16.65	-3.443	67.427	10630.996	30.0	657.0	0.087	0.1682242990654205	0.308411214953271	0.5233644859813084	214.0	3.0700934579439254	35.0	35.333333333333336	214	201.5	116.0	48.0	43.0	6.0	24	65.6
165	109.5	11.394495412844035	51.29496282297092	RS_GCF_000021945.1	-480.913	1.404	10.881	2.762	139.0	27.0	272.502	0.0	-1237.559	329.009	-365.664	1.719	36.518	102.802	746.658	-22.771	-35.667	-19.263	-91.11	189.0	-31.823	6407.78	45.805	-42.494	0.583	4647.818	14.51	-1.347	89.604	11055.598	23.0	707.0	0.16	0.1743119266055046	0.3119266055045872	0.5137614678899083	218.0	3.243119266055046	55.0	55.0	218	182.5	120.0	48.0	43.0	6.0	24	51.0
166	109.0	11.133640552995391	50.997404581249526	RS_GCF_000021865.1	-464.826	1.323	10.871	2.725	135.0	28.0	304.816	0.0	-1188.184	288.936	-401.372	1.579	34.356	108.795	787.384	-25.101	-35.306	-24.384	-91.22	196.0	-20.754	6540.66	51.895	-38.701	0.61	4339.541	9.831	-6.834	84.133	10880.201	33.0	599.0	0.119	0.152073732718894	0.3456221198156682	0.5023041474654378	217.0	2.76036866359447	30.0	30.0	217	182.6	119.0	49.0	42.0	6.0	25	47.7
167	96.5	11.479166666666666	50.83778829573168	RS_GCF_000022025.1	-450.976	1.292	10.969	2.704	129.0	20.0	169.515	0.0	-1090.447	282.776	-369.854	1.469	33.837	95.066	738.936	-12.546	-23.428	-29.967	-99.345	184.0	-20.558	5550.817	42.56	-32.974	0.6	4069.613	12.412	-20.434	41.43	9620.43	35.0	591.0	0.087	0.1354166666666666	0.2395833333333333	0.625	192.0	3.078125	28.0	26.5	192	174.9	94.0	48.0	43.0	6.0	24	0.0
168	107.5	11.411214953271028	52.459839968897455	RS_GCF_000022065.1	-456.722	1.374	10.86	2.741	134.0	28.0	315.865	0.0	-1201.183	298.263	-358.572	1.704	35.377	107.813	756.23	-21.508	-38.441	-15.35	-93.664	179.0	-29.521	6322.637	50.391	-38.519	0.531	4706.567	12.67	0.878	76.655	11029.205	17.0	615.0	0.057	0.1682242990654205	0.3130841121495327	0.5186915887850467	214.0	2.8738317757009346	36.0	35.5	214	193.0	116.0	48.0	43.0	6.0	24	67.5
169	98.0	11.2	50.88981170036087	RS_GCF_000022085.1	-482.171	1.308	10.764	2.666	129.0	20.0	241.199	0.0	-1073.139	240.888	-363.236	1.48	28.919	94.458	693.409	-16.589	-25.657	-27.427	-94.646	183.0	-19.895	6105.409	41.678	-34.211	0.581	3688.709	11.366	-21.451	81.762	9794.119	34.0	588.0	0.12	0.1179487179487179	0.2769230769230769	0.6051282051282051	195.0	3.0153846153846158	28.0	28.0	195	187.2	91.0	54.0	43.0	6.0	24	0.0
170	107.5	11.36448598130841	49.98722050951584	RS_GCF_000022145.1	-440.625	1.393	10.832	2.728	136.0	29.0	184.871	0.0	-1219.236	313.538	-419.644	1.628	40.216	111.384	839.445	-18.542	-36.588	-25.438	-92.127	195.0	-21.55	6217.932	44.145	-35.352	0.602	4372.575	29.079	-4.54	52.721	10590.507	30.0	629.0	0.236	0.1542056074766355	0.3364485981308411	0.5093457943925234	214.0	2.939252336448598	28.0	29.0	214	169.0	116.0	48.0	43.0	6.0	23	53.1
171	91.0	11.43646408839779	50.98370439292953	RS_GCF_000022905.1	-419.715	1.254	10.68	2.705	118.0	24.0	125.035	0.0	-1026.227	260.034	-328.055	1.416	31.069	86.088	671.154	-18.194	-26.207	-15.188	-87.868	166.0	-24.172	5191.64	39.915	-32.231	0.604	3903.599	10.605	-2.236	40.339	9095.239	24.0	544.0	0.043	0.1270718232044199	0.2707182320441988	0.6022099447513812	181.0	3.005524861878453	37.0	37.0	181	185.1	105.0	27.0	42.0	6.0	25	0.0
172	108.0	11.413953488372092	51.81838373475297	RS_GCF_000022325.1	-532.841	1.456	10.851	2.752	134.0	21.0	197.217	0.0	-1241.974	324.402	-425.886	1.804	43.613	112.981	805.604	-18.942	-38.345	-25.911	-93.803	186.0	-20.42	6263.277	42.602	-39.331	0.564	4669.607	11.903	-10.826	39.291	10932.883	31.0	703.0	0.397	0.1674418604651162	0.3302325581395349	0.5023255813953489	215.0	3.269767441860465	75.0	66.003558203125	215	217.4	118.0	48.0	42.0	6.0	24	68.0
173	97.0	11.3717277486911	51.02369843614325	RS_GCF_000023105.1	-438.914	1.304	10.853	2.65	127.0	22.0	297.572	0.0	-1044.513	283.218	-380.352	1.374	34.796	84.745	728.953	-19.015	-25.701	-29.468	-99.231	188.0	-16.754	5501.708	39.69	-37.213	0.588	4131.212	7.807	-19.142	51.815	9632.92	39.0	512.0	0.076	0.1308900523560209	0.2617801047120419	0.6073298429319371	191.0	2.680628272251309	30.0	29.0	191	164.6	94.0	48.0	42.0	6.0	24	0.0
174	107.5	11.261682242990654	49.60404382416344	RS_GCF_000023065.1	-485.174	1.299	10.822	2.749	135.0	28.0	386.948	0.0	-1222.754	296.727	-406.982	1.7	37.769	123.271	819.289	-24.529	-37.489	-37.033	-94.157	200.0	-20.754	6337.365	48.176	-37.598	0.584	4197.536	9.687	-0.926	59.913	10534.9	37.0	712.0	0.516	0.1635514018691588	0.3271028037383177	0.5093457943925234	214.0	3.3271028037383177	28.0	26.0	214	197.3	117.0	48.0	43.0	5.0	27	57.5
175	128.0	11.330316742081449	50.44671508089752	RS_GCF_000022565.1	-473.944	1.308	10.891	2.749	131.0	30.0	355.163	0.0	-1253.407	314.856	-386.87	1.706	40.778	114.973	806.357	-24.71	-31.78	-26.188	-94.807	189.0	-29.093	6464.001	46.606	-31.83	0.587	4553.06	18.95	-16.054	76.465	11017.061	28.0	704.0	0.104	0.1447963800904977	0.3529411764705882	0.502262443438914	221.0	3.18552036199095	30.0	30.0	221	156.9	123.0	48.0	43.0	6.0	25	53.1
176	95.5	11.463157894736842	49.126722330751534	RS_GCF_000023125.1	-475.443	1.295	10.979	2.719	124.0	26.0	226.656	0.0	-1103.156	276.181	-377.521	1.512	33.567	95.281	728.757	-21.241	-26.235	-24.31	-95.953	179.0	-17.021	5358.493	38.509	-31.769	0.647	3813.994	8.392	-6.951	46.425	9172.487	29.0	661.0	0.089	0.1368421052631579	0.2368421052631578	0.6263157894736842	190.0	3.478947368421053	30.0	30.0	190	186.1	116.0	22.0	45.0	6.0	24	0.0
177	92.0	11.398907103825136	51.03252670179685	RS_GCF_000023145.1	-449.481	1.208	10.617	2.7	119.0	25.0	163.845	0.0	-1025.919	258.354	-342.708	1.428	33.221	83.831	672.316	-21.017	-26.298	-21.15	-88.006	168.0	-22.424	5140.602	38.142	-30.776	0.618	4096.773	12.217	-13.116	42.335	9237.375	24.0	507.0	0.087	0.1256830601092896	0.273224043715847	0.6010928961748634	183.0	2.7704918032786887	37.0	37.0	183	187.1	89.0	44.0	43.0	6.0	21	0.0
178	91.0	11.281767955801104	50.957813545472725	RS_GCF_000023245.1	-402.076	1.276	10.801	2.699	115.0	20.0	278.031	0.0	-1013.762	260.3	-315.378	1.414	32.749	90.25	647.236	-17.32	-25.101	-20.374	-82.146	157.0	-23.789	5308.388	39.545	-32.527	0.6	3792.192	20.825	-16.996	52.891	9100.581	22.0	579.0	0.105	0.1270718232044199	0.287292817679558	0.585635359116022	181.0	3.1988950276243093	28.0	27.5	181	179.7	88.0	44.0	42.0	6.0	21	0.0
179	111.5	11.27927927927928	50.45851418209643	RS_GCF_000023225.1	-508.377	1.432	10.964	2.712	141.0	33.0	114.266	0.0	-1296.464	343.189	-438.013	1.806	40.572	120.438	851.845	-31.075	-41.021	-24.828	-95.118	206.0	-17.995	6515.009	50.699	-42.053	0.663	4575.307	16.857	-6.833	59.133	11090.316	32.0	825.0	0.484	0.1486486486486486	0.3513513513513513	0.5	222.0	3.716216216216216	30.0	30.0	222	129.6	104.0	68.0	43.0	6.0	13	16.6
