	Position	Contacts at 4.5 Å	SASA	genome	temp
1208	96.0	11.465968586387435	49.91187828897296	RS_GCF_000427365.1	37.0
1209	95.5	11.294736842105262	49.64795406730225	RS_GCF_000427405.1	25.0
1210	108.5	11.398148148148149	51.630220971591044	RS_GCF_000427425.1	65.0
1211	106.0	11.127962085308058	53.858358523194944	RS_GCF_000427445.1	22.0
1212	96.5	11.260416666666666	52.597890490117116	RS_GCF_000427465.1	30.0
1213	106.5	11.31132075471698	48.22522685000104	RS_GCF_000427625.1	30.0
1214	107.5	11.19626168224299	49.252045461116026	RS_GCF_000427645.1	28.0
1215	109.5	11.119266055045872	49.83868794735928	RS_GCF_000427665.1	30.0
1216	109.0	11.244239631336406	48.72019210465967	RS_GCF_000427785.1	28.0
1217	93.0	11.366120218579235	51.84253224972891	RS_GCF_000427825.1	45.0
1218	91.5	11.461538461538462	48.4413091916396	RS_GCF_000427865.1	37.0
1219	106.5	11.30188679245283	50.423099332097614	RS_GCF_000427885.1	28.0
1220	93.0	11.442622950819672	51.51847448170447	RS_GCF_000427905.1	45.0
1221	95.0	11.312169312169312	51.726008981823675	RS_GCF_000427965.1	29.0
1222	109.0	11.216589861751151	48.995447577555204	RS_GCF_000428045.1	26.0
1223	107.5	11.336448598130842	52.55310124730698	RS_GCF_000428065.1	28.0
1224	95.0	11.428571428571429	50.580697331171635	RS_GCF_000428125.1	30.0
1225	109.5	11.311926605504587	48.731064309415245	RS_GCF_000428145.1	35.0
1226	109.5	11.26605504587156	48.46117782035699	RS_GCF_000428465.1	28.0
1227	94.0	11.379679144385026	50.71390008052122	RS_GCF_000428525.1	14.0
1228	94.0	11.283422459893048	52.5107371235346	RS_GCF_000428745.1	37.0
1229	95.0	11.379679144385026	48.08765420518648	RS_GCF_000428765.1	25.0
1230	109.0	11.142857142857142	48.90332131401875	RS_GCF_000428785.1	37.0
1231	91.0	11.43646408839779	49.11615372395429	RS_GCF_000428805.1	37.0
1232	112.0	11.139013452914797	53.32228901393612	RS_GCF_000428825.1	30.0
1233	96.0	11.413612565445026	50.53864282677278	RS_GCF_000428845.1	29.0
1234	110.0	11.35483870967742	49.270074975140105	RS_GCF_000428885.1	35.0
1235	107.5	11.214953271028037	49.65809967632631	RS_GCF_000428905.1	10.0
1236	108.0	11.413953488372092	49.14448035941661	RS_GCF_000428945.1	28.0
1237	109.0	11.235023041474655	49.13648070778421	RS_GCF_000428985.1	28.0
1238	107.5	11.214953271028037	47.77633475026492	RS_GCF_000429005.1	28.0
1239	91.0	11.292817679558011	51.78400172437687	RS_GCF_000429025.1	28.0
1240	98.0	11.394871794871795	48.73088672534412	RS_GCF_000429045.1	28.0
1241	94.0	11.48663101604278	48.722298552791926	RS_GCF_000429065.1	37.0
1242	107.5	11.327102803738319	49.29319909760167	RS_GCF_000429085.1	28.0
1243	96.0	11.361256544502618	50.878039739527736	RS_GCF_000429105.1	37.0
1244	95.5	11.505263157894737	51.41115612503454	RS_GCF_000429125.1	25.0
1245	107.5	11.30841121495327	48.511297943749305	RS_GCF_000429145.1	31.0
1246	96.5	11.410526315789474	46.962994339819325	RS_GCF_000429225.1	37.0
1247	96.5	11.46875	50.074185474602245	RS_GCF_000429245.1	37.0
1248	96.5	11.351063829787234	50.3272896633539	RS_GCF_000429265.1	37.0
1249	112.0	11.560538116591928	48.94551687262708	RS_GCF_000429305.1	30.0
1250	111.5	11.207207207207206	52.41103164318451	RS_GCF_000429325.1	30.0
1251	107.0	11.380281690140846	52.7123545328496	RS_GCF_000429345.1	70.0
1252	120.0	11.276018099547512	47.567670090354	RS_GCF_000429365.1	28.0
1253	95.5	11.389473684210527	51.37177665795455	RS_GCF_000429425.1	37.0
1254	95.5	11.31578947368421	51.793546536719	RS_GCF_000429445.1	25.0
1255	95.5	11.273684210526316	51.587238385257415	RS_GCF_000429465.1	28.0
1256	107.5	11.214953271028037	49.00346625536085	RS_GCF_000429485.1	26.0
1257	107.5	11.205607476635514	49.01551725210448	RS_GCF_000429505.1	29.0
1258	108.0	11.451162790697675	49.15506085187073	RS_GCF_000429525.1	50.0
1259	185.0	11.170731707317072	52.764012886762266	RS_GCF_000429545.1	30.0
1260	109.0	11.36405529953917	49.79546359762911	RS_GCF_000429585.1	30.0
1261	109.0	11.308755760368664	48.99960081516184	RS_GCF_000429605.1	28.0
1262	107.5	11.19626168224299	50.2609987470408	RS_GCF_000429625.1	30.0
1263	107.5	11.242990654205608	49.43220894701692	RS_GCF_000429645.1	30.0
1264	109.0	11.35483870967742	49.03306146392532	RS_GCF_000429665.1	30.0
1265	107.0	11.36150234741784	50.759603288635404	RS_GCF_000429705.1	20.0
1266	107.5	11.495327102803738	50.46487776942762	RS_GCF_000429725.1	30.0
1267	108.0	11.032558139534883	50.90719862710755	RS_GCF_000429765.1	30.0
1268	109.5	11.26605504587156	48.572020264789224	RS_GCF_000429785.1	30.0
1269	107.5	11.476635514018692	49.520688874083206	RS_GCF_000429825.1	33.0
1270	109.0	11.235023041474655	49.32096837655243	RS_GCF_000429845.1	28.0
1271	94.5	11.24468085106383	51.069316535951025	RS_GCF_000429865.1	28.0
1272	113.0	11.306666666666667	54.06655821294277	RS_GCF_000429925.1	29.0
1273	112.5	11.151785714285714	52.70978556151276	RS_GCF_000429945.1	35.0
1274	112.5	11.223214285714286	52.483958669974264	RS_GCF_000429965.1	20.0
1275	112.0	11.36322869955157	49.01461224435429	RS_GCF_000429985.1	37.0
1276	112.0	11.15695067264574	52.692603059230144	RS_GCF_000430005.1	28.0
1277	95.5	11.589473684210526	49.78367737138067	RS_GCF_000430025.1	28.0
1278	94.0	11.550802139037433	51.13164148606011	RS_GCF_000430045.1	50.0
1279	91.5	11.373626373626374	51.25534750544624	RS_GCF_000430445.1	28.0
1280	96.0	11.465968586387435	48.788974195007206	RS_GCF_000430505.1	30.0
1281	95.5	11.368421052631579	50.87484860625208	RS_GCF_000430525.1	37.0
1282	186.5	11.403225806451612	50.970585184555915	RS_GCF_000430545.1	15.0
1283	108.0	11.432558139534883	50.202034507360196	RS_GCF_000430585.1	55.0
1284	107.5	11.429906542056075	48.697234661068	RS_GCF_000430625.1	37.0
1285	184.5	11.293478260869565	52.33567438399612	RS_GCF_000430645.1	25.0
1286	108.5	11.37037037037037	51.03059639844969	RS_GCF_000430685.1	50.0
1287	94.5	11.393617021276595	50.31966200339155	RS_GCF_000430705.1	28.0
1288	109.5	11.275229357798166	49.2493680180225	RS_GCF_000430725.1	30.0
1289	107.5	11.429906542056075	50.764770328529686	RS_GCF_000430745.1	50.0
1290	108.0	11.404651162790698	51.19060081197471	RS_GCF_000430765.1	30.0
1291	108.5	11.305555555555555	49.931504949332485	RS_GCF_000430785.1	30.0
1292	109.5	11.220183486238533	48.38580110937501	RS_GCF_000430805.1	35.0
1293	96.5	11.364583333333334	51.14624195104786	RS_GCF_000430825.1	30.0
1294	96.5	11.395833333333334	52.03304719101144	RS_GCF_000430845.1	26.0
1295	107.0	11.352112676056338	51.431718175516465	RS_GCF_000430885.1	45.0
1296	107.0	11.342723004694836	51.90040238350637	RS_GCF_000430995.1	33.0
1297	107.5	11.271028037383177	50.200009705242515	RS_GCF_000439375.1	29.0
1298	106.0	11.47867298578199	52.09504299847084	RS_GCF_000439435.1	30.0
1299	105.5	11.304761904761905	51.523521159882954	RS_GCF_000439455.1	26.0
1300	118.5	11.236363636363636	48.00777003683841	RS_GCF_000442255.1	30.0
1301	118.0	11.26027397260274	47.3256615213078	RS_GCF_000442275.2	28.0
1302	137.5	11.220183486238533	51.65941344137052	RS_GCF_000442315.1	45.0
1303	91.0	11.392265193370166	49.492334283709454	RS_GCF_000442645.1	25.0
1304	109.0	11.345622119815669	49.61802311475569	RS_GCF_000443165.1	30.0
1305	107.5	11.25233644859813	49.831004421382985	RS_GCF_000444875.1	28.0
1306	108.5	11.22429906542056	51.13834375822578	RS_GCF_000444995.1	30.0
1307	108.0	11.172093023255814	49.176936939249615	RS_GCF_000445065.1	29.0
1308	108.0	11.106976744186046	49.857318662336155	RS_GCF_000445105.1	30.0
1309	108.0	11.21860465116279	48.531516443159404	RS_GCF_000445125.1	30.0
1310	107.0	11.32394366197183	51.063468637464354	RS_GCF_000445445.1	33.0
1311	108.0	11.144186046511628	49.69009444998711	RS_GCF_000445475.1	27.0
1312	108.0	11.116279069767442	49.976459960389846	RS_GCF_000447205.1	30.0
1313	107.5	11.504672897196262	50.544518399833194	RS_GCF_000454065.1	45.0
1314	94.0	11.475935828877006	50.11242974846049	RS_GCF_000454545.1	28.0
1315	107.5	11.411214953271028	51.58937353061281	RS_GCF_000455225.1	37.0
1316	107.5	11.383177570093459	49.8763444444125	RS_GCF_000455265.1	37.0
1317	108.0	11.506976744186046	49.48917519814483	RS_GCF_000455485.1	28.0
1318	95.5	11.48421052631579	50.526174494452675	RS_GCF_000455605.1	30.0
1319	101.0	11.456410256410257	49.31230392634825	RS_GCF_000455825.1	28.0
1320	109.0	11.237209302325581	49.63233264233786	RS_GCF_000466965.1	30.0
1321	94.0	11.401069518716577	48.39727440339978	RS_GCF_000466985.1	20.0
1322	107.5	11.186915887850468	49.27861230122221	RS_GCF_000467125.1	25.0
1323	105.0	11.320574162679426	52.87229293498614	RS_GCF_000468115.1	37.0
1324	112.0	11.25560538116592	51.32670621208001	RS_GCF_000468495.1	33.0
1325	107.5	11.411214953271028	50.82547799519679	RS_GCF_000468535.1	37.0
1326	109.5	11.302752293577981	51.255041204374955	RS_GCF_000469465.1	37.0
1327	107.5	11.299065420560748	50.97477060620685	RS_GCF_000469585.1	28.0
1328	96.5	11.333333333333334	51.4779921455916	RS_GCF_000470775.1	29.0
1329	105.5	11.361904761904762	52.64430186614612	RS_GCF_000471025.2	37.0
1330	109.5	11.119266055045872	50.04471356475975	RS_GCF_000471625.1	22.0
1331	111.0	11.266968325791856	50.59757164783384	RS_GCF_000472525.1	29.0
1332	109.0	11.410138248847927	50.87298409452649	RS_GCF_000472665.1	25.0
1333	108.0	11.46046511627907	48.78788772190448	RS_GCF_000472905.1	45.0
1334	129.0	9.369649805447471	75.77356756854233	RS_GCF_000472965.1	28.0
1335	97.5	11.24742268041237	51.213144295952716	RS_GCF_000473085.1	28.0
1336	117.5	11.236363636363636	47.24214958720807	RS_GCF_000473145.1	37.0
1337	117.5	11.281818181818181	47.863221903094825	RS_GCF_000473165.1	20.0
1338	116.5	11.27027027027027	47.20495175303473	RS_GCF_000473205.1	20.0
1339	112.0	11.212669683257918	47.49409429745851	RS_GCF_000473225.1	28.0
1340	108.5	11.416666666666666	50.19562136643341	RS_GCF_000473245.1	37.0
1341	117.5	11.327272727272728	47.59554093596137	RS_GCF_000473325.1	20.0
1342	96.5	11.458333333333334	49.288240013039605	RS_GCF_000473365.1	30.0
1343	107.0	11.27699530516432	51.35429096085215	RS_GCF_000473995.1	35.0
1344	108.0	11.35813953488372	51.249716625600776	RS_GCF_000474275.2	32.0
1345	101.5	11.442105263157895	55.186011541246636	RS_GCF_000474745.1	33.0
1346	94.0	11.433155080213904	49.82314817404665	RS_GCF_000474945.1	28.0
1347	108.0	11.283720930232558	50.1278590382934	RS_GCF_000478605.2	45.0
1348	105.0	11.263157894736842	47.74599229817011	RS_GCF_000478885.1	37.0
1349	107.0	11.295774647887324	50.2685345574725	RS_GCF_000479045.1	37.0
1350	97.5	11.391752577319588	51.76426611568172	RS_GCF_000482365.1	37.0
1351	95.0	11.312169312169312	52.23192558408614	RS_GCF_000482465.1	25.0
1352	107.5	11.280373831775702	51.087800934794444	RS_GCF_000482485.1	37.0
1353	106.5	11.40566037735849	49.53852009872827	RS_GCF_000482705.1	28.0
1354	107.5	11.25233644859813	48.49709959502525	RS_GCF_000482725.1	5.0
1355	109.0	11.271889400921658	50.019331608063794	RS_GCF_000482785.1	28.0
1356	101.5	11.422680412371134	49.69256237644397	RS_GCF_000482805.1	45.0
1357	109.5	11.422018348623853	48.7005128454186	RS_GCF_000482845.1	37.0
1358	92.5	11.362637362637363	50.93403843091123	RS_GCF_000482865.1	28.0
1359	107.0	11.301435406698564	49.89008349215013	RS_GCF_000483125.1	37.0
1360	107.5	11.373831775700934	51.29956703417263	RS_GCF_000483165.1	37.0
1361	108.5	11.287037037037036	50.1313610369998	RS_GCF_000483485.1	25.0
1362	109.0	11.225806451612904	49.554243444628035	RS_GCF_000484635.1	28.0
1363	108.0	11.423255813953489	49.00889025502144	RS_GCF_000484695.1	30.0
1364	109.5	11.238532110091743	48.060592724307995	RS_GCF_000485905.1	25.0
1365	109.0	11.271889400921658	50.967120415638696	RS_GCF_000488215.1	30.0
1366	109.0	11.317972350230415	48.75267023696972	RS_GCF_000488275.1	30.0
1367	108.0	11.348837209302326	49.07875589732928	RS_GCF_000494755.1	28.0
1368	107.0	11.408450704225352	50.929265457119634	RS_GCF_000495435.3	30.0
1369	95.5	11.242105263157894	51.679074982582655	RS_GCF_000496075.1	33.0
1370	106.5	11.283018867924529	49.82505676249222	RS_GCF_000496735.2	20.0
1371	108.5	11.435185185185185	49.1270267709213	RS_GCF_000497245.1	30.0
1372	108.0	11.265116279069767	51.394216783571515	RS_GCF_000497445.1	28.0
1373	95.5	11.578947368421053	50.23487153921622	RS_GCF_000498475.1	25.0
1374	95.5	11.494736842105263	50.348855094884456	RS_GCF_000498495.1	28.0
1375	95.5	11.48421052631579	50.27995695867616	RS_GCF_000498535.1	30.0
1376	108.0	11.18139534883721	48.85691831427293	RS_GCF_000498575.2	30.0
1377	107.0	11.295774647887324	51.49010799946692	RS_GCF_000499525.1	37.0
1378	106.0	11.459715639810426	49.82179461229509	RS_GCF_000500935.1	30.0
1379	108.0	11.209302325581396	50.136366471199324	RS_GCF_000503215.1	28.0
1380	97.0	11.181347150259068	51.59686568465639	RS_GCF_000503895.1	28.0
1381	108.5	11.342592592592593	52.881258027766656	RS_GCF_000504085.1	65.0
1382	92.0	11.486338797814208	48.71155267207916	RS_GCF_000504245.1	37.0
1383	107.5	11.327102803738319	50.12757553018401	RS_GCF_000504285.1	28.0
1384	112.0	11.058295964125561	53.252959682309736	RS_GCF_000504305.1	31.0
1385	108.0	11.320930232558139	50.10182954332317	RS_GCF_000505545.1	29.0
1386	104.5	11.298076923076923	51.13073718740243	RS_GCF_000507245.1	32.0
1387	97.0	11.585492227979275	51.69183655797132	RS_GCF_000507845.1	37.0
1388	109.0	11.19815668202765	48.884577020271706	RS_GCF_000508165.1	25.0
1389	108.5	11.37037037037037	52.42266808932274	RS_GCF_000510645.1	55.0
1390	92.0	11.442622950819672	51.36241425635657	RS_GCF_000510805.1	37.0
1391	96.0	11.476439790575917	50.68526331128791	RS_GCF_000511175.1	26.0
1392	117.5	11.245454545454546	47.350174455830945	RS_GCF_000511355.1	20.0
1393	107.5	11.439252336448599	52.71905876832368	RS_GCF_000511955.1	37.0
1394	108.0	11.097674418604651	49.5686671596188	RS_GCF_000512205.2	30.0
1395	107.0	11.370892018779342	49.70799527763632	RS_GCF_000512235.1	37.0
1396	105.5	11.304761904761905	53.53256571840684	RS_GCF_000512735.1	80.0
1397	95.5	11.452631578947368	50.73139605830274	RS_GCF_000512915.1	37.0
1398	108.0	11.376744186046512	51.71948366848536	RS_GCF_000513095.1	37.0
1399	105.5	11.104761904761904	53.6877393438314	RS_GCF_000513115.1	30.0
1400	108.0	11.376744186046512	51.44560681007837	RS_GCF_000513135.1	37.0
1401	95.5	11.410526315789474	50.996884910468005	RS_GCF_000513195.1	37.0
1402	108.0	11.395348837209303	49.81867166039041	RS_GCF_000513275.1	37.0
1403	107.5	11.25233644859813	48.03320184738482	RS_GCF_000513295.1	30.0
1404	108.0	11.423255813953489	48.96790838050177	RS_GCF_000514815.1	30.0
1405	108.0	11.172093023255814	51.637718894773855	RS_GCF_000515255.1	34.0
1406	107.5	11.495327102803738	49.25197355094101	RS_GCF_000515335.1	30.0
1407	117.0	11.481481481481481	49.85133984831781	RS_GCF_000515355.1	28.0
1408	94.0	11.454545454545455	50.50348299848789	RS_GCF_000515395.1	28.0
1409	107.0	11.36150234741784	52.77008580818342	RS_GCF_000517025.1	40.0
1410	97.0	11.398963730569948	51.883185516733484	RS_GCF_000517065.1	30.0
1411	95.5	11.389473684210527	51.447454152692906	RS_GCF_000517085.1	30.0
1412	107.5	11.242990654205608	51.13072516115538	RS_GCF_000517425.1	28.0
1413	108.0	11.30232558139535	50.32217766661713	RS_GCF_000518205.1	37.0
1414	93.0	11.427027027027027	51.384825229167454	RS_GCF_000518245.1	37.0
1415	108.0	11.376744186046512	51.75000867441364	RS_GCF_000518265.1	28.0
1416	107.0	11.333333333333334	50.98576201869397	RS_GCF_000518285.1	30.0
1417	186.0	11.336927223719677	52.17861086006951	RS_GCF_000518485.1	20.0
1418	95.5	11.463157894736842	50.0947772810609	RS_GCF_000518545.1	37.0
1419	107.5	11.214953271028037	49.23763536317498	RS_GCF_000518605.1	25.0
1420	109.0	11.262672811059907	49.75512851292556	RS_GCF_000518645.1	30.0
1421	97.0	11.22279792746114	51.20681822435662	RS_GCF_000518665.1	42.0
1422	107.5	11.401869158878505	51.06649454771936	RS_GCF_000518725.1	30.0
1423	107.5	11.280373831775702	48.59313672010997	RS_GCF_000518745.1	28.0
1424	105.5	11.247619047619047	49.69292045835171	RS_GCF_000518765.1	37.0
1425	108.5	11.166666666666666	49.11220592360555	RS_GCF_000518785.1	28.0
1426	107.5	11.177570093457945	49.6044527538285	RS_GCF_000518805.1	25.0
1427	109.0	11.262672811059907	49.768114316561686	RS_GCF_000519045.1	31.0
1428	111.0	11.2579185520362	49.34147008437032	RS_GCF_000519125.1	37.0
1429	110.5	11.272727272727273	50.39070995629632	RS_GCF_000519185.1	28.0
1430	92.0	11.46448087431694	52.25321220092938	RS_GCF_000519205.1	28.0
1431	112.0	11.174887892376681	52.28185211002185	RS_GCF_000519265.1	30.0
1432	111.5	11.354545454545455	49.80962062727995	RS_GCF_000519325.1	25.0
1433	97.0	11.502645502645503	50.963429685243575	RS_GCF_000519345.1	30.0
1434	107.5	11.242990654205608	50.34046725340176	RS_GCF_000520015.2	28.0
1435	107.5	11.317757009345794	50.56001571784569	RS_GCF_000520715.1	30.0
1436	107.5	11.280373831775702	50.741828117095935	RS_GCF_000520735.1	30.0
1437	107.5	11.289719626168225	51.73619167057336	RS_GCF_000520815.1	28.0
1438	186.0	11.212938005390836	52.1644813244041	RS_GCF_000520955.1	28.0
1439	184.5	11.28804347826087	52.254665542183076	RS_GCF_000520975.1	28.0
1440	184.5	11.26086956521739	52.89846201353557	RS_GCF_000520995.1	20.0
1441	109.0	11.410138248847927	50.225083845965564	RS_GCF_000521485.1	30.0
1442	109.0	11.262672811059907	52.03778790312656	RS_GCF_000521505.1	28.0
1443	126.0	11.315068493150685	48.10663511151649	RS_GCF_000521785.1	28.0
1444	109.0	11.225806451612904	48.50498665521201	RS_GCF_000521805.1	20.0
1445	107.5	11.299065420560748	49.824787238882216	RS_GCF_000521865.1	25.0
1446	91.0	11.359116022099448	47.957041841838	RS_GCF_000524475.1	20.0
1447	108.5	11.37037037037037	51.51080050016805	RS_GCF_000525775.1	37.0
1448	119.5	11.36111111111111	48.7119568093621	RS_GCF_000525855.1	31.0
1449	108.5	11.342592592592593	51.60011503101405	RS_GCF_000525875.1	31.0
1450	107.0	11.314553990610328	49.85014018592026	RS_GCF_000525915.1	22.0
1451	123.5	11.37962962962963	49.54542007208688	RS_GCF_000525995.1	31.0
1452	107.0	11.427230046948356	50.06238783161435	RS_GCF_000526155.1	50.0
1453	114.0	11.462555066079295	54.46297080687193	RS_GCF_000526235.1	37.0
1454	107.0	11.305164319248826	51.3638613081221	RS_GCF_000526375.1	37.0
1455	107.0	11.258215962441314	52.69317214509792	RS_GCF_000526395.1	37.0
1456	109.0	11.188940092165899	51.024497884768444	RS_GCF_000526695.1	30.0
1457	108.0	11.265116279069767	48.906934889075025	RS_GCF_000526715.1	25.0
1458	91.0	11.425414364640885	51.47231420857577	RS_GCF_000526915.1	37.0
1459	107.0	11.258215962441314	51.29254864161114	RS_GCF_000526995.1	37.0
1460	106.5	11.226415094339623	48.57267983110031	RS_GCF_000527095.1	30.0
1461	109.0	11.299539170506913	48.59510536286494	RS_GCF_000527135.1	30.0
1462	104.5	11.365384615384615	52.89062931093834	RS_GCF_000527155.1	37.0
1463	91.0	11.359116022099448	50.14353533524386	RS_GCF_000550805.1	30.0
1464	93.5	11.333333333333334	51.59413528771228	RS_GCF_000559025.1	37.0
1465	91.0	11.314917127071823	50.111292249926194	RS_GCF_000559085.1	29.0
1466	91.0	11.469613259668508	49.92824900286701	RS_GCF_000564855.1	28.0
1467	106.0	11.47867298578199	49.7024060215856	RS_GCF_000565175.1	30.0
1468	108.0	11.413953488372092	51.946309866882665	RS_GCF_000565215.1	30.0
1469	94.5	11.414893617021276	50.270059650985125	RS_GCF_000566685.1	25.0
1470	95.5	11.547368421052632	48.102161246535125	RS_GCF_000568815.1	25.0
1471	107.5	11.336448598130842	51.27551065543624	RS_GCF_000576305.1	25.0
1472	103.0	11.390374331550802	48.457296899841076	RS_GCF_000576425.1	28.0
1473	96.0	11.486910994764397	50.02419233827857	RS_GCF_000576555.1	30.0
1474	94.0	11.336898395721924	52.557459722756825	RS_GCF_000576575.1	37.0
1475	94.0	11.315508021390375	51.67076932774467	RS_GCF_000576595.1	28.0
1476	107.5	11.205607476635514	49.4202175407074	RS_GCF_000576635.1	28.0
1477	108.5	11.203703703703704	50.62008423624125	RS_GCF_000577275.2	28.0
1478	91.0	11.414364640883978	49.19325491996931	RS_GCF_000577555.1	37.0
1479	107.5	11.36448598130841	50.939454788760685	RS_GCF_000577815.1	37.0
1480	107.5	11.401869158878505	52.61696204537452	RS_GCF_000577895.1	34.0
1481	110.0	11.342465753424657	49.525926792752955	RS_GCF_000585215.1	30.0
1482	106.0	11.19431279620853	51.266655978009894	RS_GCF_000585335.1	37.0
1483	95.5	11.389473684210527	51.37086694531639	RS_GCF_000585355.1	30.0
1484	108.5	11.333333333333334	49.89133528320886	RS_GCF_000585375.1	28.0
1485	107.5	11.336448598130842	50.8077892900575	RS_GCF_000585395.1	29.0
1486	107.5	11.242990654205608	50.05181347483575	RS_GCF_000585415.1	37.0
1487	91.0	11.370165745856353	51.41833920294044	RS_GCF_000590555.1	37.0
1488	107.5	11.242990654205608	51.105333394144346	RS_GCF_000590885.1	28.0
1489	118.0	11.285067873303168	47.0924928235313	RS_GCF_000590925.1	25.0
1490	107.0	11.267605633802816	50.67273815736838	RS_GCF_000597725.1	25.0
1491	107.5	11.495327102803738	50.807877125464806	RS_GCF_000597865.1	34.0
1492	107.5	11.448598130841122	48.986666638558916	RS_GCF_000598065.1	20.0
1493	99.0	11.548717948717949	50.96532989099849	RS_GCF_000599865.1	28.0
1494	107.5	11.327102803738319	50.08223463807839	RS_GCF_000599985.1	37.0
1495	107.5	11.214953271028037	48.683655658251155	RS_GCF_000600005.1	37.0
1496	109.0	11.391705069124423	50.88220592270637	RS_GCF_000600335.2	29.0
1497	109.0	11.172093023255814	49.32602435437356	RS_GCF_000600975.2	30.0
1498	107.0	11.39906103286385	50.21570222567551	RS_GCF_000601455.1	50.0
1499	105.5	11.304761904761905	51.084824206995265	RS_GCF_000601485.1	30.0
1500	95.5	11.242105263157894	48.96061036125167	RS_GCF_000603945.1	28.0
1501	135.5	11.25925925925926	51.17983429588879	RS_GCF_000612505.1	30.0
1502	108.5	11.472222222222221	50.797825146419015	RS_GCF_000612625.1	30.0
1503	107.5	11.25233644859813	49.09863319451334	RS_GCF_000612805.1	30.0
1504	108.5	11.398148148148149	50.67217133629229	RS_GCF_000612845.1	37.0
1505	91.0	11.292817679558011	49.566662185871074	RS_GCF_000613185.1	29.0
1506	91.0	11.392265193370166	51.82295600141919	RS_GCF_000613245.1	37.0
1507	108.0	11.283720930232558	49.0048403534102	RS_GCF_000613285.1	30.0
1508	109.5	11.284403669724771	50.49899612283997	RS_GCF_000613305.1	29.0
1509	95.0	11.417989417989418	51.526994705516735	RS_GCF_000613805.1	30.0
1510	95.5	11.284210526315789	48.30030060232335	RS_GCF_000613845.1	28.0
1511	76.5	9.84	66.14152171984524	RS_GCF_000613885.1	28.0
1512	95.5	11.421052631578947	49.74252741511705	RS_GCF_000613945.1	37.0
1513	95.5	11.421052631578947	49.83711930824933	RS_GCF_000614025.1	37.0
1514	95.5	11.368421052631579	49.9577116306596	RS_GCF_000614065.1	37.0
1515	95.5	11.389473684210527	51.708012298336946	RS_GCF_000614125.1	37.0
1516	95.5	11.336842105263157	48.76516771552792	RS_GCF_000614545.1	28.0
1517	107.5	11.261682242990654	49.39573125116473	RS_GCF_000614975.1	30.0
1518	107.5	11.401869158878505	50.64210539882486	RS_GCF_000615945.1	33.0
1519	107.5	11.130841121495328	50.000087627437395	RS_GCF_000616095.1	30.0
1520	97.5	10.88659793814433	56.21343576452626	RS_GCF_000617925.1	25.0
1521	105.5	11.304761904761905	53.794899410332555	RS_GCF_000619805.1	62.0
1522	108.5	11.212962962962964	48.67467878728988	RS_GCF_000619845.1	28.0
1523	109.0	11.216589861751151	49.80238236911452	RS_GCF_000619885.1	30.0
1524	107.0	11.333333333333334	52.862040962617066	RS_GCF_000619945.1	37.0
1525	109.5	11.238532110091743	50.931869931743535	RS_GCF_000620045.1	30.0
1526	95.0	11.576719576719576	52.0938329794334	RS_GCF_000620065.1	50.0
1527	109.5	11.26605504587156	49.04194141746585	RS_GCF_000620085.1	27.0
1528	107.5	11.36448598130841	51.82451323200922	RS_GCF_000620125.1	40.0
1529	109.5	11.26605504587156	48.93378353601099	RS_GCF_000620145.1	28.0
1530	108.5	11.36111111111111	52.5709904452139	RS_GCF_000620305.1	37.0
1531	112.0	11.327354260089686	51.6563726210883	RS_GCF_000620765.1	37.0
1532	90.5	11.344444444444445	52.16771350702236	RS_GCF_000620785.1	37.0
1533	107.5	11.261682242990654	50.93988334310358	RS_GCF_000620845.1	30.0
1534	109.0	11.253456221198157	53.45967952513964	RS_GCF_000621025.1	37.0
1535	112.0	11.267605633802816	52.45721451321655	RS_GCF_000621085.1	37.0
1536	184.5	11.222826086956522	52.76363765883357	RS_GCF_000621125.1	10.0
1537	112.5	11.241071428571429	50.237232880426475	RS_GCF_000621145.1	36.0
1538	107.5	11.25233644859813	49.64790136191647	RS_GCF_000621165.1	27.0
1539	109.5	11.247706422018348	50.81570948573315	RS_GCF_000621205.1	30.0
1540	109.0	11.253456221198157	49.06903848497217	RS_GCF_000621325.1	22.0
1541	108.0	11.293023255813953	51.540254328857706	RS_GCF_000621485.1	37.0
1542	107.5	11.177570093457945	51.388481986675465	RS_GCF_000621505.1	37.0
1543	187.0	11.142857142857142	54.82313265917586	RS_GCF_000621625.1	25.0
1544	97.5	11.092783505154639	52.516037403273835	RS_GCF_000621665.1	28.0
1545	107.5	11.280373831775702	52.93197341048745	RS_GCF_000622205.1	37.0
1546	107.0	11.380281690140846	50.1713030495046	RS_GCF_000622245.1	37.0
1547	96.5	10.947916666666666	53.52373793823304	RS_GCF_000622365.1	30.0
1548	108.0	11.125581395348837	50.92157437390085	RS_GCF_000622385.1	30.0
1549	96.5	11.125	50.255690433839696	RS_GCF_000622405.1	25.0
1550	90.5	11.366666666666667	50.77567808176405	RS_GCF_000626675.1	37.0
1551	184.5	11.407608695652174	51.867715148193604	RS_GCF_000626715.1	28.0
1552	95.5	11.494736842105263	51.119677148015185	RS_GCF_000633455.1	25.0
1553	108.5	11.37962962962963	51.031667716451146	RS_GCF_000633635.1	37.0
1554	108.0	11.488372093023257	51.2228379888216	RS_GCF_000633935.1	30.0
1555	108.0	11.30232558139535	50.81552797631991	RS_GCF_000636015.1	30.0
1556	96.5	11.052083333333334	50.738381314128446	RS_GCF_000647975.1	26.0
